gx,gy,x_center,y_center,total_hits,entropy_bits,normalized_entropy,dominant_share,share_stem,share_bulk,share_left,share_right
39,50,-1.025000,2.525000,14,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
40,50,-0.975000,2.525000,4,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
41,50,-0.925000,2.525000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
42,50,-0.875000,2.525000,3,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
43,50,-0.825000,2.525000,3,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
44,50,-0.775000,2.525000,2,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
45,50,-0.725000,2.525000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
46,50,-0.675000,2.525000,15,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
47,50,-0.625000,2.525000,4,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
48,50,-0.575000,2.525000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
49,50,-0.525000,2.525000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
50,50,-0.475000,2.525000,4,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
51,50,-0.425000,2.525000,2,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
52,50,-0.375000,2.525000,11,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
53,50,-0.325000,2.525000,7,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
54,50,-0.275000,2.525000,11,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
55,50,-0.225000,2.525000,3,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
56,50,-0.175000,2.525000,7,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
57,50,-0.125000,2.525000,1,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
60,50,0.025000,2.525000,51,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
61,50,0.075000,2.525000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
62,50,0.125000,2.525000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
63,50,0.175000,2.525000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
64,50,0.225000,2.525000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
65,50,0.275000,2.525000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
66,50,0.325000,2.525000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
67,50,0.375000,2.525000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
68,50,0.425000,2.525000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
69,50,0.475000,2.525000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
70,50,0.525000,2.525000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
72,50,0.625000,2.525000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
73,50,0.675000,2.525000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
74,50,0.725000,2.525000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
76,50,0.825000,2.525000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
77,50,0.875000,2.525000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
78,50,0.925000,2.525000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
79,50,0.975000,2.525000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
80,50,1.025000,2.525000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
81,50,1.075000,2.525000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
82,50,1.125000,2.525000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
83,50,1.175000,2.525000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
84,50,1.225000,2.525000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
85,50,1.275000,2.525000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
86,50,1.325000,2.525000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
87,50,1.375000,2.525000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
88,50,1.425000,2.525000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
91,50,1.575000,2.525000,32,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
92,50,1.625000,2.525000,6,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
93,50,1.675000,2.525000,30,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
94,50,1.725000,2.525000,10,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
95,50,1.775000,2.525000,10,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
96,50,1.825000,2.525000,15,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
97,50,1.875000,2.525000,9,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
98,50,1.925000,2.525000,7,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
99,50,1.975000,2.525000,18,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
100,50,2.025000,2.525000,7,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
101,50,2.075000,2.525000,2,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
102,50,2.125000,2.525000,15,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
103,50,2.175000,2.525000,10,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
104,50,2.225000,2.525000,13,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
105,50,2.275000,2.525000,35,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
106,50,2.325000,2.525000,9,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
24,51,-1.775000,2.575000,2,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
25,51,-1.725000,2.575000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
26,51,-1.675000,2.575000,19,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
27,51,-1.625000,2.575000,9,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
28,51,-1.575000,2.575000,11,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
29,51,-1.525000,2.575000,11,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
30,51,-1.475000,2.575000,7,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
31,51,-1.425000,2.575000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
32,51,-1.375000,2.575000,7,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
33,51,-1.325000,2.575000,1,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
34,51,-1.275000,2.575000,1,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
35,51,-1.225000,2.575000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
37,51,-1.125000,2.575000,1,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
38,51,-1.075000,2.575000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
39,51,-1.025000,2.575000,1,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
40,51,-0.975000,2.575000,2,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
41,51,-0.925000,2.575000,9,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
42,51,-0.875000,2.575000,2,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
43,51,-0.825000,2.575000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
44,51,-0.775000,2.575000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
45,51,-0.725000,2.575000,1,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
46,51,-0.675000,2.575000,9,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
47,51,-0.625000,2.575000,4,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
48,51,-0.575000,2.575000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
49,51,-0.525000,2.575000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
50,51,-0.475000,2.575000,7,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
51,51,-0.425000,2.575000,12,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
53,51,-0.325000,2.575000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
54,51,-0.275000,2.575000,7,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
55,51,-0.225000,2.575000,2,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
56,51,-0.175000,2.575000,11,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
57,51,-0.125000,2.575000,3,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
60,51,0.025000,2.575000,50,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
62,51,0.125000,2.575000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
63,51,0.175000,2.575000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
64,51,0.225000,2.575000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
65,51,0.275000,2.575000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
66,51,0.325000,2.575000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
67,51,0.375000,2.575000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
68,51,0.425000,2.575000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
69,51,0.475000,2.575000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
70,51,0.525000,2.575000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
71,51,0.575000,2.575000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
72,51,0.625000,2.575000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
73,51,0.675000,2.575000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
74,51,0.725000,2.575000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
75,51,0.775000,2.575000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
76,51,0.825000,2.575000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
77,51,0.875000,2.575000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
78,51,0.925000,2.575000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
79,51,0.975000,2.575000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
80,51,1.025000,2.575000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
81,51,1.075000,2.575000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
82,51,1.125000,2.575000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
83,51,1.175000,2.575000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
84,51,1.225000,2.575000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
85,51,1.275000,2.575000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
86,51,1.325000,2.575000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
87,51,1.375000,2.575000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
88,51,1.425000,2.575000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
89,51,1.475000,2.575000,15,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
90,51,1.525000,2.575000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
93,51,1.675000,2.575000,17,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
94,51,1.725000,2.575000,9,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
95,51,1.775000,2.575000,14,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
96,51,1.825000,2.575000,17,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
97,51,1.875000,2.575000,8,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
98,51,1.925000,2.575000,12,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
99,51,1.975000,2.575000,9,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
100,51,2.025000,2.575000,9,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
101,51,2.075000,2.575000,10,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
102,51,2.125000,2.575000,5,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
103,51,2.175000,2.575000,9,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
104,51,2.225000,2.575000,15,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
105,51,2.275000,2.575000,3,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
106,51,2.325000,2.575000,2,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
23,52,-1.825000,2.625000,3,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
24,52,-1.775000,2.625000,20,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
25,52,-1.725000,2.625000,4,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
26,52,-1.675000,2.625000,10,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
27,52,-1.625000,2.625000,19,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
28,52,-1.575000,2.625000,11,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
29,52,-1.525000,2.625000,11,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
30,52,-1.475000,2.625000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
31,52,-1.425000,2.625000,12,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
32,52,-1.375000,2.625000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
33,52,-1.325000,2.625000,8,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
34,52,-1.275000,2.625000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
35,52,-1.225000,2.625000,7,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
36,52,-1.175000,2.625000,2,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
37,52,-1.125000,2.625000,18,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
38,52,-1.075000,2.625000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
40,52,-0.975000,2.625000,10,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
41,52,-0.925000,2.625000,3,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
42,52,-0.875000,2.625000,3,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
43,52,-0.825000,2.625000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
44,52,-0.775000,2.625000,1,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
45,52,-0.725000,2.625000,4,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
46,52,-0.675000,2.625000,11,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
47,52,-0.625000,2.625000,7,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
48,52,-0.575000,2.625000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
49,52,-0.525000,2.625000,8,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
50,52,-0.475000,2.625000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
51,52,-0.425000,2.625000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
53,52,-0.325000,2.625000,14,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
54,52,-0.275000,2.625000,4,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
55,52,-0.225000,2.625000,2,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
56,52,-0.175000,2.625000,13,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
60,52,0.025000,2.625000,46,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
62,52,0.125000,2.625000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
63,52,0.175000,2.625000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
64,52,0.225000,2.625000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
65,52,0.275000,2.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
66,52,0.325000,2.625000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
67,52,0.375000,2.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
68,52,0.425000,2.625000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
69,52,0.475000,2.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
70,52,0.525000,2.625000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
71,52,0.575000,2.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
72,52,0.625000,2.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
73,52,0.675000,2.625000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
75,52,0.775000,2.625000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
76,52,0.825000,2.625000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
77,52,0.875000,2.625000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
78,52,0.925000,2.625000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
80,52,1.025000,2.625000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
81,52,1.075000,2.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
82,52,1.125000,2.625000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
83,52,1.175000,2.625000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
84,52,1.225000,2.625000,16,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
85,52,1.275000,2.625000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
86,52,1.325000,2.625000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
87,52,1.375000,2.625000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
88,52,1.425000,2.625000,15,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
89,52,1.475000,2.625000,20,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
90,52,1.525000,2.625000,40,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
93,52,1.675000,2.625000,4,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
94,52,1.725000,2.625000,21,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
95,52,1.775000,2.625000,14,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
96,52,1.825000,2.625000,14,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
97,52,1.875000,2.625000,10,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
98,52,1.925000,2.625000,16,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
99,52,1.975000,2.625000,6,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
100,52,2.025000,2.625000,2,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
101,52,2.075000,2.625000,16,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
102,52,2.125000,2.625000,5,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
103,52,2.175000,2.625000,13,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
104,52,2.225000,2.625000,23,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
105,52,2.275000,2.625000,18,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
106,52,2.325000,2.625000,10,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
22,53,-1.875000,2.675000,1,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
23,53,-1.825000,2.675000,35,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
24,53,-1.775000,2.675000,15,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
25,53,-1.725000,2.675000,15,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
26,53,-1.675000,2.675000,9,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
27,53,-1.625000,2.675000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
28,53,-1.575000,2.675000,11,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
29,53,-1.525000,2.675000,10,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
30,53,-1.475000,2.675000,12,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
31,53,-1.425000,2.675000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
32,53,-1.375000,2.675000,4,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
33,53,-1.325000,2.675000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
34,53,-1.275000,2.675000,7,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
35,53,-1.225000,2.675000,4,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
36,53,-1.175000,2.675000,14,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
37,53,-1.125000,2.675000,7,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
38,53,-1.075000,2.675000,3,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
40,53,-0.975000,2.675000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
41,53,-0.925000,2.675000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
42,53,-0.875000,2.675000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
43,53,-0.825000,2.675000,4,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
44,53,-0.775000,2.675000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
45,53,-0.725000,2.675000,3,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
46,53,-0.675000,2.675000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
47,53,-0.625000,2.675000,6,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
48,53,-0.575000,2.675000,2,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
49,53,-0.525000,2.675000,3,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
50,53,-0.475000,2.675000,14,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
53,53,-0.325000,2.675000,12,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
54,53,-0.275000,2.675000,9,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
55,53,-0.225000,2.675000,8,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
56,53,-0.175000,2.675000,5,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
60,53,0.025000,2.675000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
61,53,0.075000,2.675000,29,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
63,53,0.175000,2.675000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
64,53,0.225000,2.675000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
65,53,0.275000,2.675000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
66,53,0.325000,2.675000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
67,53,0.375000,2.675000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
68,53,0.425000,2.675000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
69,53,0.475000,2.675000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
70,53,0.525000,2.675000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
71,53,0.575000,2.675000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
72,53,0.625000,2.675000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
73,53,0.675000,2.675000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
74,53,0.725000,2.675000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
76,53,0.825000,2.675000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
77,53,0.875000,2.675000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
78,53,0.925000,2.675000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
79,53,0.975000,2.675000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
80,53,1.025000,2.675000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
81,53,1.075000,2.675000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
82,53,1.125000,2.675000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
83,53,1.175000,2.675000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
84,53,1.225000,2.675000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
85,53,1.275000,2.675000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
86,53,1.325000,2.675000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
87,53,1.375000,2.675000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
90,53,1.525000,2.675000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
